Local Health Jurisdiction,Census Tract,Number of indicators,At least 25% of the residential parcels were built before 1978,Census tract is within 1.7 miles of a current or former lead emitting facility,"Census tract is within 1,000 feet of a state highway",Census tract is within the city of a known current or historic smelter,Census tract is within 1 km of an airport using leaded avgas,Census tract is within 1 km of a railroad,"Census tract is within 1,000 feet of a speedway",Census tract is served by a water district with at least one known leaded service line or fitting
San Diego,06073021204,1,No,No,Yes,No,No,No,No,No
San Diego,06073021205,2,Yes,No,Yes,No,No,No,No,No
San Diego,06073021206,1,No,No,Yes,No,No,No,No,No
San Diego,06073021302,3,Yes,No,Yes,Yes,No,No,No,No
San Diego,06073021304,3,Yes,No,Yes,Yes,No,No,No,No
San Diego,06073021305,2,Yes,No,Yes,No,No,No,No,No
San Diego,06073021306,1,No,No,Yes,No,No,No,No,No
San Diego,06073021401,4,Yes,Yes,No,Yes,Yes,No,No,No
San Diego,06073021402,3,Yes,Yes,No,Yes,No,No,No,No
San Diego,06073021501,2,No,No,Yes,Yes,No,No,No,No
San Diego,06073021502,2,No,No,Yes,Yes,No,No,No,No
San Diego,06073021600,4,Yes,Yes,Yes,Yes,No,No,No,No
San Diego,06073021800,3,No,Yes,Yes,Yes,No,No,No,No
San Diego,06073021900,5,Yes,Yes,Yes,Yes,No,Yes,No,No
San Diego,06073022000,3,Yes,Yes,Yes,No,No,No,No,No
San Diego,06073022101,4,No,Yes,Yes,No,Yes,Yes,No,No
San Diego,06073022102,2,No,Yes,No,No,Yes,No,No,No
San Francisco,06075010101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010102,2,No,No,No,Yes,No,No,No,Yes
San Francisco,06075010201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075010202,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075010300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010401,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010402,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010600,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010701,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010702,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010800,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075010901,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075010902,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075011001,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075011002,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075011101,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075011102,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075011200,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075011300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075011700,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075011800,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075011901,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075011902,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012001,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012002,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012100,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012202,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012203,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012204,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012301,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012302,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012403,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012404,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012405,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075012406,3,No,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012502,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012503,2,No,No,No,Yes,No,No,No,Yes
San Francisco,06075012504,3,No,Yes,No,Yes,No,No,No,Yes
San Francisco,06075012601,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012602,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075012700,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012801,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012802,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012901,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075012902,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075013001,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075013002,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075013101,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075013102,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075013200,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075013300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075013401,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075013402,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075013500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015100,3,No,No,Yes,Yes,No,No,No,Yes
San Francisco,06075015201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075015202,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015401,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015402,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015500,3,No,No,Yes,Yes,No,No,No,Yes
San Francisco,06075015600,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015701,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015702,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015801,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015802,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075015900,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075016000,3,No,No,Yes,Yes,No,No,No,Yes
San Francisco,06075016101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016102,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075016200,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075016300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016400,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016601,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016602,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016700,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075016801,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075016802,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075016900,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075017000,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075017101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075017102,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075017602,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075017603,4,No,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075017604,3,No,Yes,No,Yes,No,No,No,Yes
San Francisco,06075017700,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075017801,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075017803,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075017804,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075017903,3,No,No,Yes,Yes,No,No,No,Yes
San Francisco,06075018000,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075020101,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075020102,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075020201,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020202,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075020300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075020401,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075020402,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075020500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075020601,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020602,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020701,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020702,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020801,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020802,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075020900,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075021000,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075021100,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075021200,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075021300,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075021400,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075021500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075021600,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075021700,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075021800,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075022600,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075022702,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075022704,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075022801,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075022802,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075022803,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075022901,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075022902,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075022903,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075023001,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075023003,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075023102,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075023103,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075023200,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075023300,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075023400,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075025100,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075025200,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075025300,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075025401,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075025402,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075025403,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075025501,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075025502,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075025600,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075025701,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075025702,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075025800,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075025900,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075026001,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026002,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075026003,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026004,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026100,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075026201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075026202,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075026301,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026302,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026303,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075026401,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075026402,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075026403,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075026404,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075030101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075030102,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075030201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030202,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075030301,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030302,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030400,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030500,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075030600,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075030700,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030800,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075030900,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031000,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075031100,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031202,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031301,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031302,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031401,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075031402,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075032601,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075032602,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075032700,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075032801,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075032802,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075032901,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075032902,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075033001,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075033002,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075033100,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075033201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075033203,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075033204,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075035101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075035102,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075035201,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075035202,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075035300,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075035400,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075040100,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075040200,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075042601,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075042602,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075042700,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075042800,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075045100,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075045201,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075045202,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047600,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075047701,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047702,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075047801,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047802,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047902,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047903,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075047904,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075060100,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075060400,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075060502,4,Yes,Yes,No,Yes,No,No,No,Yes
San Francisco,06075060701,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075060702,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075060703,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061000,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061101,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075061102,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075061200,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075061401,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061402,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061501,3,No,Yes,No,Yes,No,No,No,Yes
San Francisco,06075061502,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061503,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061504,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075061505,5,Yes,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075061506,4,No,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075061507,4,No,Yes,Yes,Yes,No,No,No,Yes
San Francisco,06075061508,5,No,Yes,Yes,Yes,No,Yes,No,Yes
San Francisco,06075980200,3,Yes,No,No,Yes,No,No,No,Yes
San Francisco,06075980300,4,Yes,No,Yes,Yes,No,No,No,Yes
San Francisco,06075980401,1,No,No,No,Yes,No,No,No,No
San Francisco,06075980501,5,Yes,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075980600,4,No,Yes,No,Yes,No,Yes,No,Yes
San Francisco,06075980900,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
San Joaquin,06077000101,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077000102,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000300,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000401,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000402,3,Yes,Yes,No,No,No,Yes,No,No
San Joaquin,06077000500,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077000600,4,Yes,No,Yes,No,No,Yes,Yes,No
San Joaquin,06077000700,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000802,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000803,3,No,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077000900,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077001000,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077001101,3,Yes,Yes,Yes,No,No,No,No,No
San Joaquin,06077001102,3,Yes,Yes,Yes,No,No,No,No,No
San Joaquin,06077001200,2,Yes,Yes,No,No,No,No,No,No
San Joaquin,06077001300,3,Yes,Yes,No,No,No,Yes,No,No
San Joaquin,06077001400,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077001501,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077001502,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077001600,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077001700,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077001800,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077001900,5,Yes,Yes,Yes,No,No,Yes,Yes,No
San Joaquin,06077002000,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077002100,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077002201,4,Yes,Yes,No,No,No,Yes,Yes,No
San Joaquin,06077002202,4,Yes,Yes,No,No,No,Yes,Yes,No
San Joaquin,06077002300,3,Yes,Yes,No,No,No,Yes,No,No
San Joaquin,06077002401,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077002402,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077002503,3,Yes,Yes,Yes,No,No,No,No,No
San Joaquin,06077002504,2,No,Yes,Yes,No,No,No,No,No
San Joaquin,06077002701,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077002702,2,Yes,Yes,No,No,No,No,No,No
San Joaquin,06077002800,4,No,Yes,Yes,No,Yes,Yes,No,No
San Joaquin,06077003106,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077003108,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077003109,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077003110,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003111,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003112,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003115,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003116,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003117,3,No,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077003118,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003119,0,No,No,No,No,No,No,No,No
San Joaquin,06077003203,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003205,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003209,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003210,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003213,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003214,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003215,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077003216,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077003217,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077003218,0,No,No,No,No,No,No,No,No
San Joaquin,06077003219,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003305,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003306,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003307,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003308,1,Yes,No,No,No,No,No,No,No
San Joaquin,06077003310,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003311,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003312,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003313,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003403,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003404,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003405,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003406,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077003407,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003409,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003410,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077003501,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077003502,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077003503,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077003504,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077003601,5,Yes,Yes,Yes,No,No,Yes,Yes,No
San Joaquin,06077003602,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077003700,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077003803,5,Yes,Yes,Yes,No,Yes,Yes,No,No
San Joaquin,06077003804,2,No,Yes,Yes,No,No,No,No,No
San Joaquin,06077003805,0,No,No,No,No,No,No,No,No
San Joaquin,06077003806,0,No,No,No,No,No,No,No,No
San Joaquin,06077003807,3,No,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077003808,1,No,Yes,No,No,No,No,No,No
San Joaquin,06077003900,4,Yes,Yes,Yes,No,No,Yes,No,No
San Joaquin,06077004001,4,Yes,No,Yes,No,Yes,Yes,No,No
San Joaquin,06077004003,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077004004,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077004104,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077004105,1,No,No,No,No,No,Yes,No,No
San Joaquin,06077004106,4,Yes,No,Yes,No,Yes,Yes,No,No
San Joaquin,06077004107,4,Yes,No,Yes,No,No,Yes,Yes,No
San Joaquin,06077004108,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077004202,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077004203,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077004204,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077004205,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077004206,2,Yes,No,No,No,No,Yes,No,No
San Joaquin,06077004302,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004305,1,No,No,Yes,No,No,No,No,No
San Joaquin,06077004307,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077004308,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004309,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077004310,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077004402,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077004403,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004404,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004501,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004502,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004600,5,Yes,Yes,Yes,No,Yes,Yes,No,No
San Joaquin,06077004701,3,Yes,Yes,Yes,No,No,No,No,No
San Joaquin,06077004703,2,Yes,No,Yes,No,No,No,No,No
San Joaquin,06077004704,3,Yes,Yes,Yes,No,No,No,No,No
San Joaquin,06077004800,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004903,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004904,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004905,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077004906,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077005001,3,Yes,No,Yes,No,No,Yes,No,No
San Joaquin,06077005003,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077005004,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077005106,2,No,No,Yes,No,No,Yes,No,No
San Joaquin,06077005108,2,Yes,No,No,No,No,Yes,No,No
